uuid;id_evolution;id_voie_provisoire_gauche;id_voie_provisoire_droite;cleabs;geometrie;sens_de_circulation;type_d_adressage;prive;importance;nature;nombre_de_voies;acces;identifiant_fpb_voie_droite;identifiant_fpb_voie_gauche;commentaire_collecteur;ordrefinevol;wkt
7d56914ae94fac2a28c902a4ddfacf2e;51644dea2feb61a594210b6ac83a0c76;e2da9f6c18ec3cb9bce1f994737cc65a;e2da9f6c18ec3cb9bce1f994737cc65a;TRONROUT0000000002373646;0102000000050000009A9999991FF41A419A9999195C875841CDCCCCCCF0F31A41333333D3598758413333333381F31A41CDCCCC4C548758413333333331F31A419A99993950875841CDCCCCCC1AF31A41000000E04E875841;;;;;;;;331740140;331740140;;2;LINESTRING(441607.9 6430064.4,441596.2 6430055.3,441568.3 6430033.2,441548.3 6430016.9,441542.7 6430011.5)
5adefe0e8d33bc964ac47ea3a25dd94c;dc7547e67c79dd085ac1e87ef0b4e1b4;;;TRONROUT0000000002553487;010200000004000000666666666A5C194133333313DC84584166666666DC5B1941333333D3E08458419A999999DD5A19419A9999B9E9845841CDCCCCCC6A5A1941000000C0ED845841;;;;;;;;330750173;330750173;;;LINESTRING(415514.6 6427504.3,415479.1 6427523.3,415415.4 6427558.9,415386.7 6427575)
ed043dcb6ebf0038e28b8903653d3304;dc7547e67c79dd085ac1e87ef0b4e1b4;;;TRONROUT0000000002550404;01020000000400000066666666DE5C194133333313DB8458419A999999AF5C194133333353DB8458419A999999935C1941CDCCCCACDB845841666666666A5C194133333313DC845841;;;;;;;;330750173;330750173;;;LINESTRING(415543.6 6427500.3,415531.9 6427501.3,415524.9 6427502.7,415514.6 6427504.3)
9bb66cce56ca3743f472556e13dafc86;dc7547e67c79dd085ac1e87ef0b4e1b4;;;TRONROUT0000000002545878;010200000003000000CDCCCCCC6A5A1941000000C0ED8458419A999999435A194166666626EF8458419A999999295A194166666626F0845841;;;;;;;;330750173;330750173;;;LINESTRING(415386.7 6427575,415376.9 6427580.6,415370.4 6427584.6)
24ce9c4d779a68530c2deca54d11e2ba;dc7547e67c79dd085ac1e87ef0b4e1b4;25299557666d9ae8b0b917d9c4d3acc2;25299557666d9ae8b0b917d9c4d3acc2;TRONROUT0000000002553452;0102000000210000009A999999295A194166666626F084584100000000F4591941000000E0F184584133333333E95919419A999979F2845841CDCCCCCCE05919419A999919F3845841CDCCCCCCCA591941000000A0F684584166666666BC591941666666A6F884584166666666B0591941000000A0F98458419A999999A359194133333373FA845841666666669659194100000000FB845841CDCCCCCC8659194100000060FB845841CDCCCCCC7A59194133333393FB845841666666669658194133333393FD845841333333331D57194166666606018558419A999999F35619410000004001855841CDCCCCCCE85619413333333301855841CDCCCCCCE05619419A9999190185584100000000CA5619419A9999B90085584133333333A75619419A999999FF845841000000009656194100000060FE845841333333338956194133333313FD845841000000008056194100000040FB8458419A9999997F561941666666C6F8845841333333337D5619419A999959F4845841666666667A5619419A999999EE845841666666667A56194166666606EC845841666666667E56194166666646EA8458410000000098561941666666C6E4845841CDCCCCCCC0561941666666C6DC84584133333333D7561941CDCCCC8CDA84584166666666E6561941000000C0D9845841CDCCCCCCF456194100000020D9845841333333330F57194133333373D88458419A99999945571941CDCCCCECD7845841;;;;;;;;330750173;330750173;;;LINESTRING(415370.4 6427584.6,415357 6427591.5,415354.3 6427593.9,415352.2 6427596.4,415346.7 6427610.5,415343.1 6427618.6,415340.1 6427622.5,415336.9 6427625.8,415333.6 6427628,415329.7 6427629.5,415326.7 6427630.3,415269.6 6427638.3,415175.3 6427652.1,415164.9 6427653,415162.2 6427652.8,415160.2 6427652.4,415154.5 6427650.9,415145.8 6427646.4,415141.5 6427641.5,415138.3 6427636.3,415136 6427629,415135.9 6427619.1,415135.3 6427601.4,415134.6 6427578.4,415134.6 6427568.1,415135.6 6427561.1,415142 6427539.1,415152.2 6427507.1,415157.8 6427498.2,415161.6 6427495,415165.2 6427492.5,415171.8 6427489.8,415185.4 6427487.7)
681bef05a3a7d79b22eda11eb4a83004;9c88928504afb5b81f07684d181f3926;9799e001fad676534320e0dafddf926e;9799e001fad676534320e0dafddf926e;;0102000000070000003E8ED7790A6519413071D1AC23845841A04A84C3B264194173940FFF288458414D068C739A641941E8A86A38288458418E4BD599226419411E9D35B61F845841B117F3AAEE631941D40C57F31B8458413535230CD66319412E47BBC01A84584180B06958A8631941F1C512E21A845841;;;;;;;;;;;;LINESTRING(416066.618986342 6426766.70028333,416044.69093434 6426787.98532592,416038.612838839 6426784.88151,416008.650227719 6426750.84702232,415995.666942949 6426735.80218812,415989.511853057 6426731.01143054,415978.086340673 6426731.53239583)
e157ad08a3a50b698bbb42907292bde7;3ba907e7801a93fa9b137ae7657c1ca9;59cf629cefca3bd7cb9a3497661ffab2;59cf629cefca3bd7cb9a3497661ffab2;TRONROUT0000000002479961;0102000000050000009A999999F5671741000000E0BACD5841666666664E681741333333D3BBCD584100000000AE68174133333353BDCD58419A99999937691741CDCCCC2CBFCD5841666666669469174166666646C0CD5841;;;;;;;;335440194;335440194;;2;LINESTRING(383485.4 6502123.5,383507.6 6502127.3,383531.5 6502133.3,383565.9 6502140.7,383589.1 6502145.1)
434cbdb3df314068d12027945985fab9;3ba907e7801a93fa9b137ae7657c1ca9;96bf0d1f9374634401f98b16f2e04530;96bf0d1f9374634401f98b16f2e04530;TRONROUT0000000002479992;01020000000A00000000000000EE651741666666C6BACD584166666666FC651741333333B3B9CD5841CDCCCCCC0A6617419A999939B9CD5841CDCCCCCC1866174133333313B9CD58410000000070661741CDCCCC2CB9CD5841333333330F67174100000080B9CD58419A99999975671741000000E0B9CD5841CDCCCCCCAE671741CDCCCC2CBACD58419A999999D767174166666686BACD58419A999999F5671741000000E0BACD5841;;;;;;;;335440194;335440194;;2;LINESTRING(383355.5 6502123.1,383359.1 6502118.8,383362.7 6502116.9,383366.2 6502116.3,383388 6502116.7,383427.8 6502118,383453.4 6502119.5,383467.7 6502120.7,383477.9 6502122.1,383485.4 6502123.5)
d033edb6d737f8f3d14cd76b5ca24db9;abe4d8ae013d20dadd9964df108d1df7;fb74238da77339ef6a9f0fbe2f47eb0f;fb74238da77339ef6a9f0fbe2f47eb0f;;010200000002000000DE2562A0BBEA1A41C79AFCB178875841C4C7F0F915EB1A41E1348E4D53875841;;;;;;;;;;;;LINESTRING(441006.906624405 6430178.78104276,441029.494082567 6430029.2118046)
d4d87c606b007d011fd41e70743410ab;5f86ac7356e504b1c0155e6bc706b2f8;b27735425d78edab0155066bbca0d0a3;b27735425d78edab0155066bbca0d0a3;TRONROUT0000000002397226;01020000001A0000009A999999E7F11A41CDCCCCCC4488584166666666F0F11A41000000804388584133333333F9F11A413333331342885841666666661AF21A41666666663E885841333333333BF21A41CDCCCCEC3A885841CDCCCCCC92F21A41666666E6328858419A999999E9F21A419A9999192B8858419A99999929F31A4166666666258858419A99999939F31A416666666624885841CDCCCCCC50F31A4166666626238858413333333367F31A419A999939228858416666666680F31A4100000080218858419A9999999DF31A41000000C02088584100000000C4F31A41CDCCCCAC1F88584133333333F7F31A419A9999B91E885841CDCCCCCC80F41A419A9999591B8858410000000000F51A419A999999188858413333333359F51A4166666686158858413333333385F51A41CDCCCCAC1388584166666666B2F51A4166666606118858419A999999D5F51A41CDCCCC4C0E88584166666666F0F51A41000000400B885841CDCCCCCC04F61A41000000E007885841666666662CF61A419A9999B900885841CDCCCCCC70F61A4100000060F487584133333333A3F61A419A9999F9EB875841;;;;;;;;33174B016;33174B016;;2;LINESTRING(441465.9 6430995.2,441468.1 6430990,441470.3 6430984.3,441478.6 6430969.6,441486.8 6430955.7,441508.7 6430923.6,441530.4 6430892.4,441546.4 6430869.6,441550.4 6430865.6,441556.2 6430860.6,441561.8 6430856.9,441568.1 6430854,441575.4 6430851,441585 6430846.7,441597.8 6430842.9,441632.2 6430829.4,441664 6430818.4,441686.3 6430806.1,441697.3 6430798.7,441708.6 6430788.1,441717.4 6430777.2,441724.1 6430765,441729.2 6430751.5,441739.1 6430722.9,441756.2 6430673.5,441768.8 6430639.9)
0e807206c55124b599267263c485d2a3;5f86ac7356e504b1c0155e6bc706b2f8;7d15249ca015a51b17acd944d07fac94;7d15249ca015a51b17acd944d07fac94;TRONROUT0000000002373648;01020000000800000033333333A3F61A419A9999F9EB8758419A999999BBF61A41000000E0E7875841CDCCCCCCE0F61A41000000C0E2875841CDCCCCCC3EF71A419A9999D9D98758410000000074F71A41CDCCCC2CD58758413333333387F71A4100000040D3875841CDCCCCCC9AF71A41000000E0D087584133333333A3F71A4100000000CF875841;;;;;;;;33174B016;33174B016;;2;LINESTRING(441768.8 6430639.9,441774.9 6430623.5,441784.2 6430603,441807.7 6430567.4,441821 6430548.7,441825.8 6430541,441830.7 6430531.5,441832.8 6430524)
7e828acab325caf67810734fead2ec0b;9b83deef2a74dbb4365e5b803f8b485c;;;TRONROUT0000000002374642;01020000000E00000033333333FDE31A419A9999997F87584133333333FBE31A419A9999B97D87584166666666F6E31A41000000407C87584133333333F1E31A41666666A67A87584133333333DFE31A41333333937787584166666666CAE31A4133333333738758419A99999971E31A4166666606608758419A9999998DE21A41000000602D875841666666663EE21A419A9999F91B87584100000000F2E11A41333333330B875841CDCCCCCC8EE11A4100000060F58658416666666660E11A41CDCCCC4CEB865841CDCCCCCC56E11A419A999939E98658410000000052E11A419A999919E8865841;;;;;;;;33174B081;33174B081;;2;LINESTRING(440575.3 6430206.4,440574.8 6430198.9,440573.6 6430193,440572.3 6430186.6,440567.8 6430174.3,440562.6 6430156.8,440540.4 6430080.1,440483.4 6429877.5,440463.6 6429807.9,440444.5 6429740.8,440419.7 6429653.5,440408.1 6429613.2,440405.7 6429604.9,440404.5 6429600.4)
9b89eca2e9e208e4fbc6c546953fb5a6;9b83deef2a74dbb4365e5b803f8b485c;;;TRONROUT0000000002374629;01020000000700000033333333FDE31A419A9999997F875841CDCCCCCCEAE31A41CDCCCC4C7F87584100000000ACE31A419A9999197F8758419A99999967E31A419A9999397F8758419A99999959E21A413333337381875841CDCCCCCC18E11A41CDCCCC2C8487584166666666FCE01A419A99995984875841;;;;;;;;33174B081;33174B081;;2;LINESTRING(440575.3 6430206.4,440570.7 6430205.2,440555 6430204.4,440537.9 6430204.9,440470.4 6430213.8,440390.2 6430224.7,440383.1 6430225.4)
e6db8607c6088bc21cc06e685bead1f5;9b83deef2a74dbb4365e5b803f8b485c;;;TRONROUT0000000002374628;01020000000600000066666666FCE01A419A999959848758419A999999A1E01A419A9999F984875841333333332FE01A41CDCCCCCC85875841CDCCCCCCE0DF1A4100000040868758410000000092DF1A4133333393868758419A99999907DF1A416666666686875841;;;;;;;;33174B081;33174B081;;2;LINESTRING(440383.1 6430225.4,440360.4 6430227.9,440331.8 6430231.2,440312.2 6430233,440292.5 6430234.3,440257.9 6430233.6)
04a979ba08b1e79fa161355bd65984b3;86b2dd2667c1ddd32ff8f22f7e1c7b8e;331cd536d1730417b3a47133b90ac86c;331cd536d1730417b3a47133b90ac86c;;010200000002000000E4EBA6C5C5E91A416548E9F475875841D215BDEC4EEA1A41FFC817994F875841;;;;;;;;;;;;LINESTRING(440945.443019567 6430167.82673845,440979.731190053 6430014.39207673)
c7d95fb9df1354c0923ec9b925cfea22;2347d263a313f442d20ef4020f45dfc0;95b43a8f5021874676595cf6682e07eb;95b43a8f5021874676595cf6682e07eb;TRONROUT0000000002480102;010200000004000000CDCCCCCC64601741CDCCCC4CACCD5841CDCCCCCC2E60174133333393A7CD58419A999999F35F174166666686A2CD5841CDCCCCCC8A5F17410000006099CD5841;;;;;;;;335440090;335440090;;2;LINESTRING(383001.2 6502065.2,382987.7 6502046.3,382972.9 6502026.1,382946.7 6501989.5)
ae478959ce8ba2bd6874f86ca65ac32e;2347d263a313f442d20ef4020f45dfc0;8c0b4e6a2590a11e16867211d76e739c;8c0b4e6a2590a11e16867211d76e739c;TRONROUT0000000002480156;010200000003000000CDCCCCCC8A5F17410000006099CD584166666666645F17419A9999F995CD58419A9999993D5F1741CDCCCCAC92CD5841;;;;;;;;335440090;335440090;;2;LINESTRING(382946.7 6501989.5,382937.1 6501975.9,382927.4 6501962.7)
a0a16d8e8e55145be193756362483a2e;2347d263a313f442d20ef4020f45dfc0;8c0b4e6a2590a11e16867211d76e739c;8c0b4e6a2590a11e16867211d76e739c;TRONROUT0000000002480155;0102000000050000009A9999993D5F1741CDCCCCAC92CD584100000000025F1741666666E68CCD584100000000EC5E1741CDCCCCAC8ACD58419A999999D75E1741CDCCCCCC88CD584133333333BF5E17410000006086CD5841;;;;;;;;335440090;335440090;;2;LINESTRING(382927.4 6501962.7,382912.5 6501939.6,382907 6501930.7,382901.9 6501923.2,382895.8 6501913.5)
272251333b91367e12542d6944f604f2;8231ee06c2196a1a112382f7a1b99582;;;;010200000002000000D6C47B392B651941D9E4ED06048558414CEF176689651941573A7CBADD845841;;;;;;;;;;;;LINESTRING(416074.806136203 6427664.10826989,416098.349700679 6427510.91383227)
168537ea59f921b7d4368781449571a2;0e5e64d6fc905254dd2ffce35e110255;;;TRONROUT0000000002375042;01020000000900000033333333D7F11A41CDCCCC6CAF87584133333333ADF21A4100000040AF8758413333333303F31A4166666626AF8758419A9999992BF31A41CDCCCCECAE875841000000004AF31A41000000A0AE8758410000000080F31A41666666E6AD8758413333333303F41A41333333B3AB87584100000000B0F41A419A999979A98758419A999999C9F41A4166666646A9875841;;;;;;;;331740063;331740063;;2;LINESTRING(441461.8 6430397.7,441515.3 6430397,441536.8 6430396.6,441546.9 6430395.7,441554.5 6430394.5,441568 6430391.6,441600.8 6430382.8,441644 6430373.9,441650.4 6430373.1)
182bc7d5909bb978c5006e9f82bfefe1;0e5e64d6fc905254dd2ffce35e110255;;;TRONROUT0000000002373691;01020000000400000000000000FAF61A419A9999B9A48758416666666632F71A419A9999F9A387584133333333A1F71A41000000E0A18758416666666626F81A41666666269F875841;;;;;;;;331740063;331740063;;2;LINESTRING(441790.5 6430354.9,441804.6 6430351.9,441832.3 6430343.5,441865.6 6430332.6)
188972f50423046d06a18c408682ffd6;0e5e64d6fc905254dd2ffce35e110255;;;TRONROUT0000000002373690;0102000000060000009A999999C9F41A4166666646A98758413333333337F51A419A999979A887584133333333EDF51A4166666626A7875841666666668AF61A419A9999D9A5875841CDCCCCCCDEF61A419A999919A587584100000000FAF61A419A9999B9A4875841;;;;;;;;331740063;331740063;;2;LINESTRING(441650.4 6430373.1,441677.8 6430369.9,441723.3 6430364.6,441762.6 6430359.4,441783.7 6430356.4,441790.5 6430354.9)
fbc47f5b7955895d5e6bd4ae258c7a83;0e5e64d6fc905254dd2ffce35e110255;;;TRONROUT0000000002373689;0102000000070000006666666626F81A41666666269F8758413333333347F81A41333333739E87584100000000F8F81A41CDCCCC0C9B8758419A9999992BF91A41333333139A875841000000005EF91A41000000C098875841CDCCCCCCB4F91A419A99997996875841666666661AFA1A419A9999F993875841;;;;;;;;331740063;331740063;;2;LINESTRING(441865.6 6430332.6,441873.8 6430329.8,441918 6430316.2,441930.9 6430312.3,441943.5 6430307,441965.2 6430297.9,441990.6 6430287.9)
a414f9c9e940a52badbc3014efd07e82;7301fae367e89b82f20cfd5a1ade6052;;;TRONROUT0000000002375042;01020000000900000033333333D7F11A41CDCCCC6CAF87584133333333ADF21A4100000040AF8758413333333303F31A4166666626AF8758419A9999992BF31A41CDCCCCECAE875841000000004AF31A41000000A0AE8758410000000080F31A41666666E6AD8758413333333303F41A41333333B3AB87584100000000B0F41A419A999979A98758419A999999C9F41A4166666646A9875841;;;;;;;;331740063;331740063;;2;LINESTRING(441461.8 6430397.7,441515.3 6430397,441536.8 6430396.6,441546.9 6430395.7,441554.5 6430394.5,441568 6430391.6,441600.8 6430382.8,441644 6430373.9,441650.4 6430373.1)
057709bc0d6b6a1bbdda657d63d908d9;7301fae367e89b82f20cfd5a1ade6052;;;TRONROUT0000000002373691;01020000000400000000000000FAF61A419A9999B9A48758416666666632F71A419A9999F9A387584133333333A1F71A41000000E0A18758416666666626F81A41666666269F875841;;;;;;;;331740063;331740063;;2;LINESTRING(441790.5 6430354.9,441804.6 6430351.9,441832.3 6430343.5,441865.6 6430332.6)
34ebd1e04e6389b757acfb3a25f4564b;7301fae367e89b82f20cfd5a1ade6052;;;TRONROUT0000000002373690;0102000000060000009A999999C9F41A4166666646A98758413333333337F51A419A999979A887584133333333EDF51A4166666626A7875841666666668AF61A419A9999D9A5875841CDCCCCCCDEF61A419A999919A587584100000000FAF61A419A9999B9A4875841;;;;;;;;331740063;331740063;;2;LINESTRING(441650.4 6430373.1,441677.8 6430369.9,441723.3 6430364.6,441762.6 6430359.4,441783.7 6430356.4,441790.5 6430354.9)
c7c2cd1a43543d47d7775542eb5b0938;7301fae367e89b82f20cfd5a1ade6052;;;TRONROUT0000000002373689;0102000000070000006666666626F81A41666666269F8758413333333347F81A41333333739E87584100000000F8F81A41CDCCCC0C9B8758419A9999992BF91A41333333139A875841000000005EF91A41000000C098875841CDCCCCCCB4F91A419A99997996875841666666661AFA1A419A9999F993875841;;;;;;;;331740063;331740063;;2;LINESTRING(441865.6 6430332.6,441873.8 6430329.8,441918 6430316.2,441930.9 6430312.3,441943.5 6430307,441965.2 6430297.9,441990.6 6430287.9)
db97d367b4525075914aa865f29cc7e8;57e16550aacbd5368eac47322052a99f;;;TRONROUT0000000002373702;01020000000400000000000000FAF61A419A9999B9A4875841CDCCCCCCEAF61A4100000020A1875841CDCCCCCCA0F61A41333333B3928758413333333389F61A41CDCCCC8C8F875841;;;;;;;;331740140;331740140;;2;LINESTRING(441790.5 6430354.9,441786.7 6430340.5,441768.2 6430282.8,441762.3 6430270.2)
a25088d9a0d8b70aaf92860b33ff2f1e;57e16550aacbd5368eac47322052a99f;;;TRONROUT0000000002373646;0102000000050000009A9999991FF41A419A9999195C875841CDCCCCCCF0F31A41333333D3598758413333333381F31A41CDCCCC4C548758413333333331F31A419A99993950875841CDCCCCCC1AF31A41000000E04E875841;;;;;;;;331740140;331740140;;2;LINESTRING(441607.9 6430064.4,441596.2 6430055.3,441568.3 6430033.2,441548.3 6430016.9,441542.7 6430011.5)
8ec719ff1d44d7fada222e71cf876db8;57e16550aacbd5368eac47322052a99f;;;TRONROUT0000000002373645;0102000000090000006666666684F61A419A9999D98E875841CDCCCCCC50F61A41666666C687875841CDCCCCCCF8F51A41666666267E8758410000000082F51A4166666686728758413333333327F51A41CDCCCCAC698758419A9999990FF51A419A99997967875841CDCCCCCCF6F41A41666666A665875841CDCCCCCC64F41A41CDCCCC6C5F8758419A9999991FF41A419A9999195C875841;;;;;;;;331740140;331740140;;2;LINESTRING(441761.1 6430267.4,441748.2 6430239.1,441726.2 6430200.6,441696.5 6430154.1,441673.8 6430118.7,441667.9 6430109.9,441661.7 6430102.6,441625.2 6430077.7,441607.9 6430064.4)
6ef8ce8f8dec95439e80cea46ec53d99;53619b64a2fa81f228a47b87702b2bd3;;;TRONROUT0000000002375042;01020000000900000033333333D7F11A41CDCCCC6CAF87584133333333ADF21A4100000040AF8758413333333303F31A4166666626AF8758419A9999992BF31A41CDCCCCECAE875841000000004AF31A41000000A0AE8758410000000080F31A41666666E6AD8758413333333303F41A41333333B3AB87584100000000B0F41A419A999979A98758419A999999C9F41A4166666646A9875841;;;;;;;;331740063;331740063;;2;LINESTRING(441461.8 6430397.7,441515.3 6430397,441536.8 6430396.6,441546.9 6430395.7,441554.5 6430394.5,441568 6430391.6,441600.8 6430382.8,441644 6430373.9,441650.4 6430373.1)
ac08094837464fee953edadc6d7109c5;53619b64a2fa81f228a47b87702b2bd3;;;TRONROUT0000000002373691;01020000000400000000000000FAF61A419A9999B9A48758416666666632F71A419A9999F9A387584133333333A1F71A41000000E0A18758416666666626F81A41666666269F875841;;;;;;;;331740063;331740063;;2;LINESTRING(441790.5 6430354.9,441804.6 6430351.9,441832.3 6430343.5,441865.6 6430332.6)
91b00a2f3ce7363f8bb8047e865b65df;53619b64a2fa81f228a47b87702b2bd3;;;TRONROUT0000000002373690;0102000000060000009A999999C9F41A4166666646A98758413333333337F51A419A999979A887584133333333EDF51A4166666626A7875841666666668AF61A419A9999D9A5875841CDCCCCCCDEF61A419A999919A587584100000000FAF61A419A9999B9A4875841;;;;;;;;331740063;331740063;;2;LINESTRING(441650.4 6430373.1,441677.8 6430369.9,441723.3 6430364.6,441762.6 6430359.4,441783.7 6430356.4,441790.5 6430354.9)
e4318dd5beb9bf8c6c9a3c8b75102f9b;53619b64a2fa81f228a47b87702b2bd3;;;TRONROUT0000000002373689;0102000000070000006666666626F81A41666666269F8758413333333347F81A41333333739E87584100000000F8F81A41CDCCCC0C9B8758419A9999992BF91A41333333139A875841000000005EF91A41000000C098875841CDCCCCCCB4F91A419A99997996875841666666661AFA1A419A9999F993875841;;;;;;;;331740063;331740063;;2;LINESTRING(441865.6 6430332.6,441873.8 6430329.8,441918 6430316.2,441930.9 6430312.3,441943.5 6430307,441965.2 6430297.9,441990.6 6430287.9)
740df5e57d13d8d65fc5e82238db4a7b;cda0199d08a3252bc49cfdb6a64e9dba;;;TRONROUT0000000002373681;0102000000090000006666666626F81A41666666269F875841CDCCCCCC26F81A41000000809D875841333333332BF81A41666666269C8758416666666638F81A41333333D397875841CDCCCCCC46F81A4100000060928758413333333357F81A41333333538B875841CDCCCCCC5CF81A4100000040868758410000000064F81A4100000020808758419A99999963F81A41CDCCCCAC7D875841;;;;;;;;331740060;331740060;;2;LINESTRING(441865.6 6430332.6,441865.7 6430326,441866.8 6430320.6,441870.1 6430303.3,441873.7 6430281.5,441877.8 6430253.3,441879.2 6430233,441881 6430208.5,441880.9 6430198.7)
49bf1739108812d32abe83b0c805cdba;cda0199d08a3252bc49cfdb6a64e9dba;;;TRONROUT0000000002373652;01020000000B0000006666666684F61A419A9999D98E875841CDCCCCCC8EF61A41CDCCCCAC8E875841CDCCCCCC92F61A41666666868E8758419A999999E7F61A41666666468B8758416666666632F71A419A99991988875841000000007AF71A41000000608487584133333333AFF71A41000000C08187584133333333DBF71A419A999919808758413333333309F81A41000000007F875841333333335DF81A41333333D37D8758419A99999963F81A41CDCCCCAC7D875841;;;;;;;;331740060;331740060;;2;LINESTRING(441761.1 6430267.4,441763.7 6430266.7,441764.7 6430266.1,441785.9 6430253.1,441804.6 6430240.4,441822.5 6430225.5,441835.8 6430215,441846.8 6430208.4,441858.3 6430204,441879.3 6430199.3,441880.9 6430198.7)
af85c6a5a04d2ccb260279967db07257;cda0199d08a3252bc49cfdb6a64e9dba;;;TRONROUT0000000002373649;0102000000050000009A99999963F81A41CDCCCCAC7D87584133333333D1F81A419A9999397B8758419A9999993BF91A4166666606798758413333333377F91A419A9999F977875841333333338BF91A41000000C077875841;;;;;;;;331740060;331740060;;2;LINESTRING(441880.9 6430198.7,441908.3 6430188.9,441934.9 6430180.1,441949.8 6430175.9,441954.8 6430175)
28a8e8e8b51ad864c170dca0489141c2;249c9e2bfe9036eb001e277b9e68dde5;;;TRONROUT0000000002397199;01020000001A00000033333333FDFD1A419A999919DD875841CDCCCCCCFEFD1A41CDCCCCACDE8758410000000000FE1A41333333F3E0875841CDCCCCCC02FE1A4133333353E38758419A99999909FE1A41666666A6E68758410000000016FE1A4100000040EA875841CDCCCCCC2AFE1A419A999999ED8758413333333343FE1A4166666686F1875841CDCCCCCC54FE1A41CDCCCC2CF48758419A9999995FFE1A4166666606F5875841666666666EFE1A41CDCCCC6CF58758416666666680FE1A4133333353F5875841000000009CFE1A419A999999F487584166666666BAFE1A4133333373F38758419A999999D3FE1A419A999979F287584100000000ECFE1A41CDCCCC0CF28758413333333305FF1A4133333333F2875841666666661EFF1A41CDCCCCCCF28758410000000036FF1A4166666666F38758416666666650FF1A41000000E0F3875841333333337BFF1A41666666C6F38758419A999999CFFF1A419A9999B9F28758416666666636001B41333333F3F187584133333333BB001B4133333373F187584133333333D5001B419A999959F18758419A999999F5001B419A999999F1875841;;;;;;;;331740150;331740150;;2;LINESTRING(442239.3 6430580.4,442239.7 6430586.7,442240 6430595.8,442240.7 6430605.3,442242.4 6430618.6,442245.5 6430633,442250.7 6430646.4,442256.8 6430662.1,442261.2 6430672.7,442263.9 6430676.1,442267.6 6430677.7,442272.1 6430677.3,442279 6430674.4,442286.6 6430669.8,442292.9 6430665.9,442299 6430664.2,442305.3 6430664.8,442311.6 6430667.2,442317.5 6430669.6,442324.1 6430671.5,442334.8 6430671.1,442355.9 6430666.9,442381.6 6430663.8,442414.8 6430661.8,442421.3 6430661.4,442429.4 6430662.4)
9b7748decf48bf56d68e12f755e7d1f0;249c9e2bfe9036eb001e277b9e68dde5;;;TRONROUT0000000002373651;010200000011000000333333338BFD1A4133333333818758416666666696FD1A41CDCCCCAC81875841000000009CFD1A41333333738287584133333333ABFD1A41666666C68887584166666666B8FD1A41CDCCCCEC8E8758419A999999C5FD1A41000000C09587584133333333D1FD1A41000000009A87584133333333DDFD1A41CDCCCC8CA08758419A999999EDFD1A41CDCCCCCCA68758419A999999FBFD1A41000000C0B087584166666666FCFD1A4133333373B48758419A999999FFFD1A4166666666BC87584133333333FFFD1A4133333353C28758419A999999FDFD1A41333333D3C487584133333333F5FD1A41CDCCCC6CC68758419A999999E7FD1A419A9999B9C78758419A999999D7FD1A41CDCCCC8CC8875841;;;;;;;;331740150;331740150;;2;LINESTRING(442210.8 6430212.8,442213.6 6430214.7,442215 6430217.8,442218.8 6430243.1,442222.1 6430267.7,442225.4 6430295,442228.3 6430312,442231.3 6430338.2,442235.4 6430363.2,442238.9 6430403,442239.1 6430417.8,442239.9 6430449.6,442239.8 6430473.3,442239.4 6430483.3,442237.3 6430489.7,442233.9 6430494.9,442229.9 6430498.2)
63e96936e796bcbe837ea7c0e8c1e25f;249c9e2bfe9036eb001e277b9e68dde5;;;TRONROUT0000000002373650;0102000000060000009A999999D7FD1A41CDCCCC8CC887584166666666CEFD1A419A9999D9C987584166666666DAFD1A419A999939CF87584133333333E9FD1A41CDCCCC4CD58758419A999999F1FD1A41000000C0D987584133333333FDFD1A419A999919DD875841;;;;;;;;331740150;331740150;;2;LINESTRING(442229.9 6430498.2,442227.6 6430503.4,442230.6 6430524.9,442234.3 6430549.2,442236.4 6430567,442239.3 6430580.4)
43c997f1f4c766b382c4a7de0e69608d;249c9e2bfe9036eb001e277b9e68dde5;;;TRONROUT0000000002373619;010200000009000000666666661AFA1A419A9999F993875841666666669EFA1A419A9999F990875841333333332BFB1A419A9999F98D87584100000000C2FB1A419A9999B98A875841333333337BFC1A41CDCCCCAC86875841CDCCCCCC04FD1A41333333B383875841333333336DFD1A416666664681875841333333337FFD1A410000000081875841333333338BFD1A413333333381875841;;;;;;;;331740150;331740150;;2;LINESTRING(441990.6 6430287.9,442023.6 6430275.9,442058.8 6430263.9,442096.5 6430250.9,442142.8 6430234.7,442177.2 6430222.8,442203.3 6430213.1,442207.8 6430212,442210.8 6430212.8)
db041ea4d68f57eaf6a656341a08476d;e218e48752e73a204ac2a6d58868af0c;;;TRONROUT0000000002373703;01020000000B0000009A9999995FF81A410000008044875841CDCCCCCC62F81A4100000080468758413333333369F81A419A9999F9488758410000000072F81A419A9999594B875841666666668AF81A41666666264E8758419A999999B3F81A41CDCCCCCC52875841CDCCCCCCE2F81A419A9999395787584166666666FEF81A41000000205A8758413333333319F91A419A9999795D875841000000002CF91A41CDCCCCEC608758416666666630F91A419A9999B961875841;;;;;;;;33174#017;33174#017;;2;LINESTRING(441879.9 6429970,441880.7 6429978,441882.3 6429987.9,441884.5 6429997.4,441890.6 6430008.6,441900.9 6430027.2,441912.7 6430044.9,441919.6 6430056.5,441926.3 6430069.9,441931 6430083.7,441932.1 6430086.9)
